"product_id","product_name","price","product_quantity","stock_id","capacity","filled_part","stock_description","order_id","order_date","order_status"
"5920","Product 5920","1694,6000","141","220","130140","18853","Stock zone 220","6560","09.02.2026 6:19:44","Canceled"
"5937","Product 5937","1713,8100","180","237","132469","17290","Stock zone 237","3991","30.03.2026 6:19:44","Created"
"5941","Product 5941","1718,3300","248","241","133017","19584","Stock zone 241","6563","06.02.2026 6:19:44","Created"
"5959","Product 5959","1738,6700","54","259","135483","13782","Stock zone 259","17137","24.03.2026 6:19:44","Created"
"5973","Product 5973","1754,4900","42","273","137401","18936","Stock zone 273","17139","22.03.2026 6:19:44","Shipped"
"5988","Product 5988","1771,4400","47","288","139456","19601","Stock zone 288","16284","05.02.2026 6:19:44","Shipped"
"6020","Product 6020","1807,6000","91","20","102740","18794","Stock zone 20","8860","21.03.2026 6:19:44","Canceled"
"6021","Product 6021","1808,7300","108","21","102877","14572","Stock zone 21","3","27.04.2026 6:19:44","Shipped"
"6025","Product 6025","1813,2500","176","25","103425","16934","Stock zone 25","6575","25.01.2026 6:19:44","Created"
"6034","Product 6034","1823,4200","79","34","104658","17186","Stock zone 34","4862","28.04.2026 6:19:44","In work"
"6037","Product 6037","1826,8100","130","37","105069","17520","Stock zone 37","12291","10.03.2026 6:19:44","Shipped"
"3432","Product 3432","1383,1600","95","132","118084","19385","Stock zone 132","2776","13.02.2026 6:19:44","In work"
"3468","Product 3468","1423,8400","207","168","123016","14281","Stock zone 168","11924","17.03.2026 6:19:44","In work"
"3474","Product 3474","1430,6200","59","174","123838","14597","Stock zone 174","16782","19.03.2026 6:19:44","Shipped"
"3483","Product 3483","1440,7900","212","183","125071","14946","Stock zone 183","11069","31.01.2026 6:19:44","Created"
"3516","Product 3516","1478,0800","23","216","129592","16309","Stock zone 216","16788","13.03.2026 6:19:44","Shipped"
"3521","Product 3521","1483,7300","108","221","130277","14364","Stock zone 221","4503","27.04.2026 6:19:44","Shipped"
"3524","Product 3524","1487,1200","159","224","130688","14397","Stock zone 224","11932","09.03.2026 6:19:44","In work"
"3538","Product 3538","1502,9400","147","238","132606","19551","Stock zone 238","11934","07.03.2026 6:19:44","Shipped"
"3544","Product 3544","1509,7200","249","244","133428","19867","Stock zone 244","2792","28.01.2026 6:19:44","In work"
"3561","Product 3561","1528,9300","38","261","135757","18304","Stock zone 261","14223","27.04.2026 6:19:44","Shipped"
"3583","Product 3583","1553,7900","162","283","138771","14796","Stock zone 283","9369","21.04.2026 6:19:44","Shipped"
"3599","Product 3599","1571,8700","184","299","140963","17722","Stock zone 299","3657","04.03.2026 6:19:44","Shipped"
"3604","Product 3604","1577,5200","19","4","100548","15846","Stock zone 4","9372","18.04.2026 6:19:44","Shipped"
"3630","Product 3630","1606,9000","211","30","104110","14824","Stock zone 30","11090","10.01.2026 6:19:44","Canceled"
"3632","Product 3632","1609,1600","245","32","104384","19380","Stock zone 32","9376","14.04.2026 6:19:44","In work"
"3636","Product 3636","1613,6800","63","36","104932","15242","Stock zone 36","11948","21.02.2026 6:19:44","In work"
"3644","Product 3644","1622,7200","199","44","106028","19966","Stock zone 44","11092","08.01.2026 6:19:44","In work"
"3667","Product 3667","1648,7100","90","67","109179","18860","Stock zone 67","9381","09.04.2026 6:19:44","Shipped"
"3682","Product 3682","1665,6600","95","82","111234","19530","Stock zone 82","4526","04.04.2026 6:19:44","In work"
"3684","Product 3684","1667,9200","129","84","111508","17336","Stock zone 84","2812","08.01.2026 6:19:44","In work"
"3692","Product 3692","1676,9600","15","92","112604","15310","Stock zone 92","11956","13.02.2026 6:19:44","In work"
"3693","Product 3693","1678,0900","32","93","112741","17588","Stock zone 93","11099","01.01.2026 6:19:44","Created"
"3701","Product 3701","1687,1300","168","101","113837","15794","Stock zone 101","14243","07.04.2026 6:19:44","Created"
"3702","Product 3702","1688,2600","185","102","113974","18055","Stock zone 102","9386","04.04.2026 6:19:44","In work"
"3704","Product 3704","1690,5200","219","104","114248","15827","Stock zone 104","3672","17.02.2026 6:19:44","Shipped"
"3715","Product 3715","1702,9500","156","115","115755","14198","Stock zone 115","14245","05.04.2026 6:19:44","Created"
"3731","Product 3731","1721,0300","178","131","117947","17124","Stock zone 131","8533","16.02.2026 6:19:44","Created"
"3732","Product 3732","1722,1600","195","132","118084","19385","Stock zone 132","3676","13.02.2026 6:19:44","In work"
"3774","Product 3774","1769,6200","159","174","123838","14597","Stock zone 174","17682","19.03.2026 6:19:44","Shipped"
"3783","Product 3783","1779,7900","62","183","125071","14946","Stock zone 183","11969","31.01.2026 6:19:44","Created"
"3815","Product 3815","1815,9500","106","215","129455","14048","Stock zone 215","8545","04.02.2026 6:19:44","Created"
"3821","Product 3821","1822,7300","208","221","130277","14364","Stock zone 221","5403","27.04.2026 6:19:44","Shipped"
"3835","Product 3835","1838,5500","196","235","132195","19518","Stock zone 235","9405","16.03.2026 6:19:44","Shipped"
"3844","Product 3844","1848,7200","99","244","133428","19867","Stock zone 244","3692","28.01.2026 6:19:44","In work"
"3848","Product 3848","1853,2400","167","248","133976","15661","Stock zone 248","14264","17.03.2026 6:19:44","In work"
"3861","Product 3861","1867,9300","138","261","135757","18304","Stock zone 261","15123","27.04.2026 6:19:44","Shipped"
"3871","Product 3871","1879,2300","58","271","137127","14414","Stock zone 271","553","17.04.2026 6:19:44","Created"
"3897","Product 3897","1908,6100","250","297","140689","19950","Stock zone 297","14271","10.03.2026 6:19:44","Shipped"
"3904","Product 3904","1916,5200","119","4","100548","15846","Stock zone 4","10272","18.04.2026 6:19:44","Shipped"
"3932","Product 3932","1948,1600","95","32","104384","19380","Stock zone 32","10276","14.04.2026 6:19:44","In work"
"3934","Product 3934","1950,4200","129","34","104658","17186","Stock zone 34","8562","18.01.2026 6:19:44","Shipped"
"3944","Product 3944","1961,7200","49","44","106028","19966","Stock zone 44","11992","08.01.2026 6:19:44","In work"
"3977","Product 3977","1999,0100","110","77","110549","14640","Stock zone 77","3711","09.01.2026 6:19:44","Shipped"
"3982","Product 3982","2004,6600","195","82","111234","19530","Stock zone 82","5426","04.04.2026 6:19:44","In work"
"3984","Product 3984","2006,9200","229","84","111508","17336","Stock zone 84","3712","08.01.2026 6:19:44","In work"
"3993","Product 3993","2017,0900","132","93","112741","17588","Stock zone 93","11999","01.01.2026 6:19:44","Created"
"3995","Product 3995","2019,3500","166","95","113015","15644","Stock zone 95","14285","24.02.2026 6:19:44","Created"
"4001","Product 4001","2026,1300","18","101","113837","15794","Stock zone 101","15143","07.04.2026 6:19:44","Created"
"4004","Product 4004","2029,5200","69","104","114248","15827","Stock zone 104","4572","17.02.2026 6:19:44","Shipped"
"3665","Product 3665","1646,4500","56","65","108905","14304","Stock zone 65","11095","05.01.2026 6:19:44","Created"
"3672","Product 3672","1654,3600","175","72","109864","16750","Stock zone 72","11096","04.01.2026 6:19:44","In work"
"3674","Product 3674","1656,6200","209","74","110138","14556","Stock zone 74","9382","08.04.2026 6:19:44","In work"
"3698","Product 3698","1683,7400","117","98","113426","15728","Stock zone 98","2814","06.01.2026 6:19:44","Shipped"
"3699","Product 3699","1684,8700","134","99","113563","18006","Stock zone 99","11957","12.02.2026 6:19:44","Created"
"3699","Product 3699","1684,8700","134","99","113563","18006","Stock zone 99","15957","03.01.2026 6:19:44","Shipped"
"3705","Product 3705","1691,6500","236","105","114385","18088","Stock zone 105","2815","05.01.2026 6:19:44","Created"
"3706","Product 3706","1692,7800","3","106","114522","13599","Stock zone 106","15958","02.01.2026 6:19:44","In work"
"3717","Product 3717","1705,2100","190","117","116029","18720","Stock zone 117","8531","18.02.2026 6:19:44","Created"
"3726","Product 3726","1715,3800","93","126","117262","19069","Stock zone 126","2818","02.01.2026 6:19:44","In work"
"3748","Product 3748","1740,2400","217","148","120276","15561","Stock zone 148","11964","05.02.2026 6:19:44","Shipped"
"3764","Product 3764","1758,3200","239","164","122468","18487","Stock zone 164","14252","29.03.2026 6:19:44","In work"
"3793","Product 3793","1791,0900","232","193","126441","17556","Stock zone 193","9399","22.03.2026 6:19:44","Shipped"
"3796","Product 3796","1794,4800","33","196","126852","17589","Stock zone 196","16828","01.02.2026 6:19:44","In work"
"3801","Product 3801","1800,1300","118","201","127537","15644","Stock zone 201","8543","06.02.2026 6:19:44","Created"
"3829","Product 3829","1831,7700","94","229","131373","19202","Stock zone 229","8547","02.02.2026 6:19:44","Shipped"
"3836","Product 3836","1839,6800","213","236","132332","15029","Stock zone 236","8548","01.02.2026 6:19:44","In work"
"3843","Product 3843","1847,5900","82","243","133291","17606","Stock zone 243","4549","12.03.2026 6:19:44","Created"
"3858","Product 3858","1864,5400","87","258","135346","18271","Stock zone 258","17694","07.03.2026 6:19:44","Shipped"
"3864","Product 3864","1871,3200","189","264","136168","18587","Stock zone 264","4552","09.03.2026 6:19:44","In work"
"3868","Product 3868","1875,8400","7","268","136716","14131","Stock zone 268","15124","26.04.2026 6:19:44","In work"
"3879","Product 3879","1888,2700","194","279","138223","19252","Stock zone 279","3697","23.01.2026 6:19:44","Created"
"3887","Product 3887","1897,3100","80","287","139319","17340","Stock zone 287","16841","19.01.2026 6:19:44","Created"
"3892","Product 3892","1902,9600","165","292","140004","15395","Stock zone 292","556","14.04.2026 6:19:44","In work"
"3911","Product 3911","1924,4300","238","11","101507","18542","Stock zone 11","10273","17.04.2026 6:19:44","Created"
"3920","Product 3920","1934,6000","141","20","102740","18794","Stock zone 20","560","10.04.2026 6:19:44","Canceled"
"3942","Product 3942","1959,4600","15","42","105754","15410","Stock zone 42","17706","23.02.2026 6:19:44","Shipped"
"3943","Product 3943","1960,5900","32","43","105891","17688","Stock zone 43","16849","11.01.2026 6:19:44","Created"
"3955","Product 3955","1974,1500","236","55","107535","18274","Stock zone 55","8565","15.01.2026 6:19:44","Shipped"
"3961","Product 3961","1980,9300","88","61","108357","18442","Stock zone 61","9423","26.02.2026 6:19:44","Shipped"
"3965","Product 3965","1985,4500","156","65","108905","14304","Stock zone 65","11995","05.01.2026 6:19:44","Created"
"3972","Product 3972","1993,3600","25","72","109864","16750","Stock zone 72","11996","04.01.2026 6:19:44","In work"
"3974","Product 3974","1995,6200","59","74","110138","14556","Stock zone 74","10282","08.04.2026 6:19:44","In work"
"3998","Product 3998","2022,7400","217","98","113426","15728","Stock zone 98","3714","06.01.2026 6:19:44","Shipped"
"3999","Product 3999","2023,8700","234","99","113563","18006","Stock zone 99","16857","03.01.2026 6:19:44","Shipped"
"4005","Product 4005","2030,6500","86","105","114385","18088","Stock zone 105","3715","05.01.2026 6:19:44","Created"
"4006","Product 4006","2031,7800","103","106","114522","13599","Stock zone 106","16858","02.01.2026 6:19:44","In work"
"4011","Product 4011","2037,4300","188","111","115207","18404","Stock zone 111","573","28.03.2026 6:19:44","Shipped"
"4017","Product 4017","2044,2100","40","117","116029","18720","Stock zone 117","9431","18.02.2026 6:19:44","Created"
"4026","Product 4026","2054,3800","193","126","117262","19069","Stock zone 126","3718","02.01.2026 6:19:44","In work"
"4058","Product 4058","2090,5400","237","158","121646","18171","Stock zone 158","14294","15.02.2026 6:19:44","In work"
"4064","Product 4064","2097,3200","89","164","122468","18487","Stock zone 164","15152","29.03.2026 6:19:44","In work"
"4093","Product 4093","2130,0900","82","193","126441","17556","Stock zone 193","10299","22.03.2026 6:19:44","Shipped"
"4093","Product 4093","2130,0900","82","193","126441","17556","Stock zone 193","14299","10.02.2026 6:19:44","Created"
"4095","Product 4095","2132,3500","116","195","126715","15328","Stock zone 195","585","16.03.2026 6:19:44","Shipped"
"4096","Product 4096","2133,4800","133","196","126852","17589","Stock zone 196","17728","01.02.2026 6:19:44","In work"
"4101","Product 4101","2139,1300","218","201","127537","15644","Stock zone 201","9443","06.02.2026 6:19:44","Created"
"4108","Product 4108","2147,0400","87","208","128496","18221","Stock zone 208","5444","17.03.2026 6:19:44","In work"
"4128","Product 4128","2169,6400","177","228","131236","16941","Stock zone 228","6304","26.04.2026 6:19:44","In work"
"1976","Product 1976","2237,8800","93","176","124112","19119","Stock zone 176","16568","22.04.2026 6:19:44","In work"
"1982","Product 1982","2244,6600","195","182","124934","19185","Stock zone 182","3426","24.04.2026 6:19:44","Shipped"
"2012","Product 2012","2278,5600","205","212","129044","14015","Stock zone 212","11716","14.04.2026 6:19:44","In work"
"2016","Product 2016","2283,0800","23","216","129592","16309","Stock zone 216","288","12.01.2026 6:19:44","Shipped"
"2028","Product 2028","2296,6400","227","228","131236","16941","Stock zone 228","10004","16.01.2026 6:19:44","In work"
"2034","Product 2034","2303,4200","79","234","132058","17257","Stock zone 234","10862","27.02.2026 6:19:44","In work"
"2034","Product 2034","2303,4200","79","234","132058","17257","Stock zone 234","14862","18.01.2026 6:19:44","Shipped"
"2076","Product 2076","2350,8800","43","276","137812","18969","Stock zone 276","14868","12.01.2026 6:19:44","Shipped"
"2088","Product 2088","2364,4400","247","288","139456","19601","Stock zone 288","16584","06.04.2026 6:19:44","Shipped"
"2092","Product 2092","2368,9600","65","292","140004","15395","Stock zone 292","5156","04.01.2026 6:19:44","In work"
"2105","Product 2105","2383,6500","36","5","100685","18124","Stock zone 5","10015","05.01.2026 6:19:44","Created"
"2125","Product 2125","2406,2500","126","25","103425","16934","Stock zone 25","10875","14.02.2026 6:19:44","Shipped"
"2137","Product 2137","2419,8100","80","37","105069","17520","Stock zone 37","2591","18.02.2026 6:19:44","Created"
"2153","Product 2153","2437,8900","102","53","107261","13718","Stock zone 53","10879","10.02.2026 6:19:44","Created"
"2188","Product 2188","2477,4400","197","88","112056","19698","Stock zone 88","10884","05.02.2026 6:19:44","Shipped"
"2192","Product 2192","2481,9600","15","92","112604","15310","Stock zone 92","3456","25.03.2026 6:19:44","Shipped"
"2194","Product 2194","2484,2200","49","94","112878","19866","Stock zone 94","11742","19.03.2026 6:19:44","Shipped"
"2195","Product 2195","2485,3500","66","95","113015","15644","Stock zone 95","10885","04.02.2026 6:19:44","Created"
"2198","Product 2198","2488,7400","117","98","113426","15728","Stock zone 98","8314","27.03.2026 6:19:44","In work"
"2200","Product 2200","2491,0000","151","100","113700","13534","Stock zone 100","16600","21.03.2026 6:19:44","Canceled"
"2224","Product 2224","18,1200","59","124","116988","14547","Stock zone 124","6032","28.01.2026 6:19:44","In work"
"2236","Product 2236","31,6800","13","136","118632","14929","Stock zone 136","11748","13.03.2026 6:19:44","Shipped"
"2244","Product 2244","40,7200","149","144","119728","19767","Stock zone 144","10892","28.01.2026 6:19:44","In work"
"2261","Product 2261","59,9300","188","161","122057","18454","Stock zone 161","4323","27.04.2026 6:19:44","Shipped"
"2270","Product 2270","70,1000","91","170","123290","18803","Stock zone 170","16610","11.03.2026 6:19:44","Canceled"
"2278","Product 2278","79,1400","227","178","124386","16891","Stock zone 178","15754","26.01.2026 6:19:44","In work"
"2282","Product 2282","83,6600","45","182","124934","19185","Stock zone 182","4326","24.04.2026 6:19:44","Shipped"
"2312","Product 2312","117,5600","55","212","129044","14015","Stock zone 212","2616","24.01.2026 6:19:44","Shipped"
"2328","Product 2328","135,6400","77","228","131236","16941","Stock zone 228","10904","16.01.2026 6:19:44","In work"
"2334","Product 2334","142,4200","179","234","132058","17257","Stock zone 234","11762","27.02.2026 6:19:44","In work"
"2334","Product 2334","142,4200","179","234","132058","17257","Stock zone 234","15762","18.01.2026 6:19:44","Shipped"
"2376","Product 2376","189,8800","143","276","137812","18969","Stock zone 276","15768","12.01.2026 6:19:44","Shipped"
"2385","Product 2385","200,0500","46","285","139045","19318","Stock zone 285","14055","15.04.2026 6:19:44","Shipped"
"2388","Product 2388","203,4400","97","288","139456","19601","Stock zone 288","17484","06.04.2026 6:19:44","Shipped"
"2390","Product 2390","205,7000","131","290","139730","17373","Stock zone 290","15770","10.01.2026 6:19:44","Canceled"
"2392","Product 2392","207,9600","165","292","140004","15395","Stock zone 292","6056","04.01.2026 6:19:44","In work"
"2411","Product 2411","229,4300","238","11","101507","18542","Stock zone 11","11773","16.02.2026 6:19:44","Created"
"2437","Product 2437","258,8100","180","37","105069","17520","Stock zone 37","3491","18.02.2026 6:19:44","Created"
"2450","Product 2450","273,5000","151","50","106850","13634","Stock zone 50","8350","19.02.2026 6:19:44","Canceled"
"2453","Product 2453","276,8900","202","53","107261","13718","Stock zone 53","11779","10.02.2026 6:19:44","Created"
"2455","Product 2455","279,1500","236","55","107535","18274","Stock zone 55","14065","05.04.2026 6:19:44","Created"
"2488","Product 2488","316,4400","47","88","112056","19698","Stock zone 88","11784","05.02.2026 6:19:44","Shipped"
"2491","Product 2491","319,8300","98","91","112467","19782","Stock zone 91","9213","28.03.2026 6:19:44","Shipped"
"2495","Product 2495","324,3500","166","95","113015","15644","Stock zone 95","11785","04.02.2026 6:19:44","Created"
"2500","Product 2500","330,0000","1","100","113700","13534","Stock zone 100","17500","21.03.2026 6:19:44","Canceled"
"2511","Product 2511","342,4300","188","111","115207","18404","Stock zone 111","14073","28.03.2026 6:19:44","Shipped"
"2539","Product 2539","374,0700","164","139","119043","15212","Stock zone 139","14077","24.03.2026 6:19:44","Created"
"2555","Product 2555","392,1500","186","155","121235","18138","Stock zone 155","365","25.04.2026 6:19:44","Created"
"2561","Product 2561","398,9300","38","161","122057","18454","Stock zone 161","5223","27.04.2026 6:19:44","Shipped"
"1698","Product 1698","1923,7400","117","198","127126","15611","Stock zone 198","10814","16.04.2026 6:19:44","In work"
"1704","Product 1704","1930,5200","219","204","127948","15927","Stock zone 204","15672","18.04.2026 6:19:44","Shipped"
"1713","Product 1713","1940,6900","122","213","129181","16276","Stock zone 213","9959","02.03.2026 6:19:44","Created"
"1715","Product 1715","1942,9500","156","215","129455","14048","Stock zone 215","245","24.02.2026 6:19:44","Created"
"1717","Product 1717","1945,2100","190","217","129729","18570","Stock zone 217","2531","19.04.2026 6:19:44","Created"
"1736","Product 1736","1966,6800","13","236","132332","15029","Stock zone 236","248","21.02.2026 6:19:44","In work"
"1743","Product 1743","1974,5900","132","243","133291","17606","Stock zone 243","4249","11.01.2026 6:19:44","Created"
"1748","Product 1748","1980,2400","217","248","133976","15661","Stock zone 248","5964","06.04.2026 6:19:44","Shipped"
"1750","Product 1750","1982,5000","1","250","134250","13433","Stock zone 250","4250","10.01.2026 6:19:44","Canceled"
"1756","Product 1756","1989,2800","103","256","135072","13749","Stock zone 256","5108","21.02.2026 6:19:44","In work"
"1769","Product 1769","2003,9700","74","269","136853","16392","Stock zone 269","13967","13.01.2026 6:19:44","Created"
"1777","Product 1777","2013,0100","210","277","137949","14730","Stock zone 277","9111","09.01.2026 6:19:44","Shipped"
"1778","Product 1778","2014,1400","227","278","138086","16991","Stock zone 278","4254","06.01.2026 6:19:44","Shipped"
"1798","Product 1798","2036,7400","67","298","140826","15461","Stock zone 298","5114","15.02.2026 6:19:44","In work"
"1806","Product 1806","2045,7800","203","6","100822","13902","Stock zone 6","4258","02.01.2026 6:19:44","In work"
"1833","Product 1833","2076,2900","162","33","104521","14908","Stock zone 33","9119","01.01.2026 6:19:44","Created"
"1847","Product 1847","2092,1100","150","47","106439","20050","Stock zone 47","5121","08.02.2026 6:19:44","Shipped"
"1855","Product 1855","2101,1500","36","55","107535","18274","Stock zone 55","265","04.02.2026 6:19:44","Created"
"1866","Product 1866","2113,5800","223","66","109042","16582","Stock zone 66","10838","23.03.2026 6:19:44","In work"
"1880","Product 1880","2129,4000","211","80","110960","14974","Stock zone 80","14840","09.02.2026 6:19:44","Canceled"
"1899","Product 1899","2150,8700","34","99","113563","18006","Stock zone 99","2557","24.03.2026 6:19:44","Created"
"1910","Product 1910","2163,3000","221","110","115070","16143","Stock zone 110","5130","30.01.2026 6:19:44","Canceled"
"1921","Product 1921","2175,7300","158","121","116577","14264","Stock zone 121","15703","18.03.2026 6:19:44","Created"
"1937","Product 1937","2193,8100","180","137","118769","17190","Stock zone 137","5991","10.03.2026 6:19:44","Shipped"
"1942","Product 1942","2199,4600","15","142","119454","15245","Stock zone 142","15706","15.03.2026 6:19:44","In work"
"1948","Product 1948","2206,2400","117","148","120276","15561","Stock zone 148","2564","17.03.2026 6:19:44","In work"
"1957","Product 1957","2216,4100","20","157","121509","15910","Stock zone 157","10851","10.03.2026 6:19:44","Shipped"
"1969","Product 1969","2229,9700","224","169","123153","16542","Stock zone 169","2567","14.03.2026 6:19:44","Created"
"1974","Product 1974","2235,6200","59","174","123838","14597","Stock zone 174","282","18.01.2026 6:19:44","Shipped"
"1981","Product 1981","2243,5300","178","181","124797","16924","Stock zone 181","283","17.01.2026 6:19:44","Created"
"1987","Product 1987","2250,3100","30","187","125619","17240","Stock zone 187","5141","19.01.2026 6:19:44","Created"
"1995","Product 1995","2259,3500","166","195","126715","15328","Stock zone 195","8285","25.04.2026 6:19:44","Created"
"2005","Product 2005","2270,6500","86","205","128085","18188","Stock zone 205","11715","15.04.2026 6:19:44","Shipped"
"2008","Product 2008","2274,0400","137","208","128496","18221","Stock zone 208","5144","16.01.2026 6:19:44","In work"
"2009","Product 2009","2275,1700","154","209","128633","13732","Stock zone 209","8287","23.04.2026 6:19:44","Created"
"2030","Product 2030","2298,9000","11","230","131510","14713","Stock zone 230","8290","20.04.2026 6:19:44","Canceled"
"2058","Product 2058","2330,5400","237","258","135346","18271","Stock zone 258","8294","16.04.2026 6:19:44","In work"
"2079","Product 2079","2354,2700","94","279","138223","19252","Stock zone 279","8297","13.04.2026 6:19:44","Created"
"2083","Product 2083","2358,7900","162","283","138771","14796","Stock zone 283","10869","20.02.2026 6:19:44","Shipped"
"2099","Product 2099","2376,8700","184","299","140963","17722","Stock zone 299","5157","03.01.2026 6:19:44","Shipped"
"2107","Product 2107","2385,9100","70","7","100959","16180","Stock zone 7","8301","09.04.2026 6:19:44","Shipped"
"2119","Product 2119","2399,4700","24","19","102603","16516","Stock zone 19","6017","12.02.2026 6:19:44","Created"
"2136","Product 2136","2418,6800","63","36","104932","15242","Stock zone 36","3448","02.04.2026 6:19:44","In work"
"2139","Product 2139","2422,0700","114","39","105343","15326","Stock zone 39","10877","12.02.2026 6:19:44","Created"
"2174","Product 2174","2461,6200","209","74","110138","14556","Stock zone 74","10882","07.02.2026 6:19:44","In work"
"2178","Product 2178","2466,1400","27","78","110686","16918","Stock zone 78","3454","27.03.2026 6:19:44","In work"
"2193","Product 2193","2483,0900","32","93","112741","17588","Stock zone 93","2599","10.02.2026 6:19:44","Created"
"2207","Product 2207","2498,9100","20","107","114659","15860","Stock zone 107","2601","08.02.2026 6:19:44","Shipped"
"2228","Product 2228","22,6400","127","128","117536","16841","Stock zone 128","16604","17.03.2026 6:19:44","In work"
"5667","Product 5667","1408,7100","90","267","136579","18620","Stock zone 267","11381","20.03.2026 6:19:44","Created"
"5716","Product 5716","1464,0800","173","16","102192","16432","Stock zone 16","11388","13.03.2026 6:19:44","Shipped"
"5729","Product 5729","1478,7700","144","29","103973","19296","Stock zone 29","16247","14.03.2026 6:19:44","Created"
"5735","Product 5735","1485,5500","246","35","104795","19464","Stock zone 35","3105","16.03.2026 6:19:44","Shipped"
"5739","Product 5739","1490,0700","64","39","105343","15326","Stock zone 39","5677","23.01.2026 6:19:44","Created"
"5741","Product 5741","1492,3300","98","41","105617","19882","Stock zone 41","3963","27.04.2026 6:19:44","Shipped"
"5747","Product 5747","1499,1100","200","47","106439","20050","Stock zone 47","8821","29.04.2026 6:19:44","Created"
"5750","Product 5750","1502,5000","1","50","106850","13634","Stock zone 50","16250","11.03.2026 6:19:44","Canceled"
"5763","Product 5763","1517,1900","222","63","108631","16248","Stock zone 63","3109","12.03.2026 6:19:44","Created"
"5771","Product 5771","1526,2300","108","71","109727","14472","Stock zone 71","16253","08.03.2026 6:19:44","Created"
"5790","Product 5790","1547,7000","181","90","112330","17504","Stock zone 90","3970","20.04.2026 6:19:44","Canceled"
"5818","Product 5818","1579,3400","157","118","116166","14231","Stock zone 118","3974","16.04.2026 6:19:44","In work"
"5838","Product 5838","1601,9400","247","138","118906","19451","Stock zone 138","8834","16.04.2026 6:19:44","In work"
"5842","Product 5842","1606,4600","65","142","119454","15245","Stock zone 142","11406","23.02.2026 6:19:44","Shipped"
"5850","Product 5850","1615,5000","201","150","120550","13333","Stock zone 150","10550","10.01.2026 6:19:44","Canceled"
"5855","Product 5855","1621,1500","36","155","121235","18138","Stock zone 155","12265","05.04.2026 6:19:44","Created"
"5856","Product 5856","1622,2800","53","156","121372","13649","Stock zone 156","11408","21.02.2026 6:19:44","In work"
"5862","Product 5862","1629,0600","155","162","122194","13965","Stock zone 162","16266","23.02.2026 6:19:44","Shipped"
"5880","Product 5880","1649,4000","211","180","124660","14663","Stock zone 180","8840","10.04.2026 6:19:44","Canceled"
"5884","Product 5884","1653,9200","29","184","125208","17207","Stock zone 184","11412","17.02.2026 6:19:44","Shipped"
"5906","Product 5906","1678,7800","153","206","128222","13699","Stock zone 206","10558","02.01.2026 6:19:44","In work"
"5932","Product 5932","1708,1600","95","232","131784","19235","Stock zone 232","12276","25.03.2026 6:19:44","Shipped"
"5946","Product 5946","1723,9800","83","246","133702","17639","Stock zone 246","16278","11.02.2026 6:19:44","Shipped"
"5967","Product 5967","1747,7100","190","267","136579","18620","Stock zone 267","12281","20.03.2026 6:19:44","Created"
"5973","Product 5973","1754,4900","42","273","137401","18936","Stock zone 273","3139","10.02.2026 6:19:44","Created"
"5985","Product 5985","1768,0500","246","285","139045","19318","Stock zone 285","8855","26.03.2026 6:19:44","Created"
"6016","Product 6016","1803,0800","23","16","102192","16432","Stock zone 16","12288","13.03.2026 6:19:44","Shipped"
"6024","Product 6024","1812,1200","159","24","103288","14656","Stock zone 24","11432","28.01.2026 6:19:44","In work"
"6029","Product 6029","1817,7700","244","29","103973","19296","Stock zone 29","17147","14.03.2026 6:19:44","Created"
"6035","Product 6035","1824,5500","96","35","104795","19464","Stock zone 35","4005","16.03.2026 6:19:44","Shipped"
"6039","Product 6039","1829,0700","164","39","105343","15326","Stock zone 39","6577","23.01.2026 6:19:44","Created"
"6041","Product 6041","1831,3300","198","41","105617","19882","Stock zone 41","4863","27.04.2026 6:19:44","Shipped"
"6050","Product 6050","1841,5000","101","50","106850","13634","Stock zone 50","17150","11.03.2026 6:19:44","Canceled"
"6088","Product 6088","1884,4400","247","88","112056","19698","Stock zone 88","14584","26.04.2026 6:19:44","In work"
"6090","Product 6090","1886,7000","31","90","112330","17504","Stock zone 90","4870","20.04.2026 6:19:44","Canceled"
"6118","Product 6118","1918,3400","7","118","116166","14231","Stock zone 118","4874","16.04.2026 6:19:44","In work"
"6133","Product 6133","1935,2900","12","133","118221","14896","Stock zone 133","4019","02.03.2026 6:19:44","Created"
"6138","Product 6138","1940,9400","97","138","118906","19451","Stock zone 138","9734","16.04.2026 6:19:44","In work"
"6142","Product 6142","1945,4600","165","142","119454","15245","Stock zone 142","12306","23.02.2026 6:19:44","Shipped"
"6150","Product 6150","1954,5000","51","150","120550","13333","Stock zone 150","11450","10.01.2026 6:19:44","Canceled"
"6154","Product 6154","1959,0200","119","154","121098","15877","Stock zone 154","4022","27.02.2026 6:19:44","In work"
"6155","Product 6155","1960,1500","136","155","121235","18138","Stock zone 155","3165","15.01.2026 6:19:44","Shipped"
"6156","Product 6156","1961,2800","153","156","121372","13649","Stock zone 156","12308","21.02.2026 6:19:44","In work"
"6162","Product 6162","1968,0600","5","162","122194","13965","Stock zone 162","17166","23.02.2026 6:19:44","Shipped"
"6180","Product 6180","1988,4000","61","180","124660","14663","Stock zone 180","9740","10.04.2026 6:19:44","Canceled"
"6184","Product 6184","1992,9200","129","184","125208","17207","Stock zone 184","12312","17.02.2026 6:19:44","Shipped"
"6189","Product 6189","1998,5700","214","189","125893","15262","Stock zone 189","27","03.04.2026 6:19:44","Shipped"
"6200","Product 6200","2011,0000","151","200","127400","13383","Stock zone 200","14600","10.04.2026 6:19:44","Canceled"
